,Disease,CombinedColumn,Drug Reaction,Specialities
1203,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Psoriasis,Dermatologist
1204,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Chicken pox,Dermatologist
1205,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Acne,Dermatologist
1206,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Impetigo,Dermatologist
1207,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Fungal infection,Dermatologist
1208,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Hypothyroidism,Endocrinologist
1209,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Diabetes ,Endocrinologist
1210,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Hypoglycemia,Endocrinologist
1211,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Hyperthyroidism,Endocrinologist
1212,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",GERD,Gastroenterologist
1213,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Peptic ulcer diseae,Gastroenterologist
1214,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Jaundice,Gastroenterologist
1215,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Dimorphic hemmorhoids(piles),Gastroenterologist 
1216,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Gastroenteritis,Gastroenterologist
1217,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Urinary tract infection,Gynecologist
1218,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Chronic cholestasis,Hepatologist
1219,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",hepatitis A,Hepatologist
1220,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Hepatitis B,hepatologist
1221,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Hepatitis C,Hepatologist
1222,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Hepatitis E,Hepatologist
1223,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Hepatitis D,Hepatologist
1224,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Alcoholic hepatitis,Hepatologist
1225,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Malaria,Internal Medcine
1226,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Dengue,Internal Medcine
1227,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Migraine,Neurologist
1228,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Cervical spondylosis,Neurologist
1229,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Paralysis (brain hemorrhage),Neurologist
1230,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",AIDS,Osteopathic
1231,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1232,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Common Cold,Otolaryngologist
1233,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Typhoid,Pediatrician
1234,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Varicose veins,Phlebologist
1235,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Bronchial Asthma,Pulmonologist
1236,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Pneumonia,Pulmonologist
1237,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Osteoarthristis,Rheumatologists
1238,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Arthritis,Rheumatologists
1239,Bronchial Asthma,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",Tuberculosis,Tuberculosis
1240,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Allergy,Allergist
1241,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Hypertension ,Cardiologist
1242,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Heart attack,Cardiologist
1243,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Psoriasis,Dermatologist
1244,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Chicken pox,Dermatologist
1245,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Acne,Dermatologist
1246,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Impetigo,Dermatologist
1247,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Fungal infection,Dermatologist
1248,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Hypothyroidism,Endocrinologist
1249,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Diabetes ,Endocrinologist
1250,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Hypoglycemia,Endocrinologist
1251,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Hyperthyroidism,Endocrinologist
1252,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",GERD,Gastroenterologist
1253,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Peptic ulcer diseae,Gastroenterologist
1254,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Jaundice,Gastroenterologist
1255,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Dimorphic hemmorhoids(piles),Gastroenterologist 
1256,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Gastroenteritis,Gastroenterologist
1257,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Urinary tract infection,Gynecologist
1258,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Chronic cholestasis,Hepatologist
1259,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",hepatitis A,Hepatologist
1260,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Hepatitis B,hepatologist
1261,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Hepatitis C,Hepatologist
1262,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Hepatitis E,Hepatologist
1263,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Hepatitis D,Hepatologist
1264,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Alcoholic hepatitis,Hepatologist
1265,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Malaria,Internal Medcine
1266,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Dengue,Internal Medcine
1267,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Migraine,Neurologist
1268,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Cervical spondylosis,Neurologist
1269,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Paralysis (brain hemorrhage),Neurologist
1270,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",AIDS,Osteopathic
1271,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1272,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Common Cold,Otolaryngologist
1273,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Typhoid,Pediatrician
1274,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Varicose veins,Phlebologist
1275,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Bronchial Asthma,Pulmonologist
1276,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Pneumonia,Pulmonologist
1277,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Osteoarthristis,Rheumatologists
1278,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Arthritis,Rheumatologists
1279,Alcoholic hepatitis,"stop alcohol consumption, consult doctor, medication, follow up",Tuberculosis,Tuberculosis
1280,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Allergy,Allergist
1281,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Hypertension ,Cardiologist
1282,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Heart attack,Cardiologist
1283,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Psoriasis,Dermatologist
1284,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Chicken pox,Dermatologist
1285,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Acne,Dermatologist
1286,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Impetigo,Dermatologist
1287,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Fungal infection,Dermatologist
1288,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Hypothyroidism,Endocrinologist
1289,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Diabetes ,Endocrinologist
1290,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Hypoglycemia,Endocrinologist
1291,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Hyperthyroidism,Endocrinologist
1292,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",GERD,Gastroenterologist
1293,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Peptic ulcer diseae,Gastroenterologist
1294,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Jaundice,Gastroenterologist
1295,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Dimorphic hemmorhoids(piles),Gastroenterologist 
1296,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenteritis,Gastroenterologist
1297,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Urinary tract infection,Gynecologist
1298,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Chronic cholestasis,Hepatologist
1299,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",hepatitis A,Hepatologist
1300,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Hepatitis B,hepatologist
1301,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Hepatitis C,Hepatologist
1302,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Hepatitis E,Hepatologist
1303,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Hepatitis D,Hepatologist
1304,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Alcoholic hepatitis,Hepatologist
1305,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Malaria,Internal Medcine
1306,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Dengue,Internal Medcine
1307,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Migraine,Neurologist
1308,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Cervical spondylosis,Neurologist
1309,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Paralysis (brain hemorrhage),Neurologist
1310,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",AIDS,Osteopathic
1311,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1312,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Common Cold,Otolaryngologist
1313,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Typhoid,Pediatrician
1314,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Varicose veins,Phlebologist
1315,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Bronchial Asthma,Pulmonologist
1316,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Pneumonia,Pulmonologist
1317,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Osteoarthristis,Rheumatologists
1318,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Arthritis,Rheumatologists
1319,Jaundice,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Tuberculosis,Tuberculosis
1320,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Allergy,Allergist
1321,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Hypertension ,Cardiologist
1322,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Heart attack,Cardiologist
1323,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Psoriasis,Dermatologist
1324,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Chicken pox,Dermatologist
1325,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Acne,Dermatologist
1326,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Impetigo,Dermatologist
1327,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Fungal infection,Dermatologist
1328,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Hypothyroidism,Endocrinologist
1329,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Diabetes ,Endocrinologist
1330,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Hypoglycemia,Endocrinologist
1331,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Hyperthyroidism,Endocrinologist
1332,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",GERD,Gastroenterologist
1333,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Peptic ulcer diseae,Gastroenterologist
1334,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Jaundice,Gastroenterologist
1335,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Dimorphic hemmorhoids(piles),Gastroenterologist 
1336,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Gastroenteritis,Gastroenterologist
1337,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Urinary tract infection,Gynecologist
1338,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Chronic cholestasis,Hepatologist
1339,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",hepatitis A,Hepatologist
1340,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Hepatitis B,hepatologist
1341,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Hepatitis C,Hepatologist
1342,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Hepatitis E,Hepatologist
1343,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Hepatitis D,Hepatologist
1344,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Alcoholic hepatitis,Hepatologist
1345,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Malaria,Internal Medcine
1346,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Dengue,Internal Medcine
1347,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Migraine,Neurologist
1348,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Cervical spondylosis,Neurologist
1349,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Paralysis (brain hemorrhage),Neurologist
1350,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",AIDS,Osteopathic
1351,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1352,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Common Cold,Otolaryngologist
1353,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Typhoid,Pediatrician
1354,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Varicose veins,Phlebologist
1355,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Bronchial Asthma,Pulmonologist
1356,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Pneumonia,Pulmonologist
1357,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Osteoarthristis,Rheumatologists
1358,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Arthritis,Rheumatologists
1359,Hepatitis E,"stop alcohol consumption, rest, consult doctor, medication",Tuberculosis,Tuberculosis
1360,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Allergy,Allergist
1361,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Hypertension ,Cardiologist
1362,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Heart attack,Cardiologist
1363,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Psoriasis,Dermatologist
1364,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Chicken pox,Dermatologist
1365,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Acne,Dermatologist
1366,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Impetigo,Dermatologist
1367,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Fungal infection,Dermatologist
1368,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Hypothyroidism,Endocrinologist
1369,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Diabetes ,Endocrinologist
1370,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Hypoglycemia,Endocrinologist
1371,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Hyperthyroidism,Endocrinologist
1372,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",GERD,Gastroenterologist
1373,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Peptic ulcer diseae,Gastroenterologist
1374,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Jaundice,Gastroenterologist
1375,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Dimorphic hemmorhoids(piles),Gastroenterologist 
1376,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Gastroenteritis,Gastroenterologist
1377,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Urinary tract infection,Gynecologist
1378,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Chronic cholestasis,Hepatologist
1379,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",hepatitis A,Hepatologist
1380,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Hepatitis B,hepatologist
1381,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Hepatitis C,Hepatologist
1382,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Hepatitis E,Hepatologist
1383,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Hepatitis D,Hepatologist
1384,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Alcoholic hepatitis,Hepatologist
1385,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Malaria,Internal Medcine
1386,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Dengue,Internal Medcine
1387,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Migraine,Neurologist
1388,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Cervical spondylosis,Neurologist
1389,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Paralysis (brain hemorrhage),Neurologist
1390,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",AIDS,Osteopathic
1391,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1392,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Common Cold,Otolaryngologist
1393,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Typhoid,Pediatrician
1394,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Varicose veins,Phlebologist
1395,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Bronchial Asthma,Pulmonologist
1396,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Pneumonia,Pulmonologist
1397,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Osteoarthristis,Rheumatologists
1398,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Arthritis,Rheumatologists
1399,Dengue,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Tuberculosis,Tuberculosis
1400,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Allergy,Allergist
1401,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Hypertension ,Cardiologist
1402,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Heart attack,Cardiologist
1403,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Psoriasis,Dermatologist
1404,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Chicken pox,Dermatologist
1405,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Acne,Dermatologist
1406,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Impetigo,Dermatologist
1407,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Fungal infection,Dermatologist
1408,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Hypothyroidism,Endocrinologist
1409,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Diabetes ,Endocrinologist
1410,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Hypoglycemia,Endocrinologist
1411,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Hyperthyroidism,Endocrinologist
1412,Hepatitis D,"consult doctor, medication, eat healthy, follow up",GERD,Gastroenterologist
1413,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Peptic ulcer diseae,Gastroenterologist
1414,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Jaundice,Gastroenterologist
1415,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Dimorphic hemmorhoids(piles),Gastroenterologist 
1416,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Gastroenteritis,Gastroenterologist
1417,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Urinary tract infection,Gynecologist
1418,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Chronic cholestasis,Hepatologist
1419,Hepatitis D,"consult doctor, medication, eat healthy, follow up",hepatitis A,Hepatologist
1420,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Hepatitis B,hepatologist
1421,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Hepatitis C,Hepatologist
1422,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Hepatitis E,Hepatologist
1423,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Hepatitis D,Hepatologist
1424,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Alcoholic hepatitis,Hepatologist
1425,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Malaria,Internal Medcine
1426,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Dengue,Internal Medcine
1427,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Migraine,Neurologist
1428,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Cervical spondylosis,Neurologist
1429,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Paralysis (brain hemorrhage),Neurologist
1430,Hepatitis D,"consult doctor, medication, eat healthy, follow up",AIDS,Osteopathic
1431,Hepatitis D,"consult doctor, medication, eat healthy, follow up",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1432,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Common Cold,Otolaryngologist
1433,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Typhoid,Pediatrician
1434,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Varicose veins,Phlebologist
1435,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Bronchial Asthma,Pulmonologist
1436,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Pneumonia,Pulmonologist
1437,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Osteoarthristis,Rheumatologists
1438,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Arthritis,Rheumatologists
1439,Hepatitis D,"consult doctor, medication, eat healthy, follow up",Tuberculosis,Tuberculosis
1440,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Allergy,Allergist
1441,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Hypertension ,Cardiologist
1442,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Heart attack,Cardiologist
1443,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Psoriasis,Dermatologist
1444,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Chicken pox,Dermatologist
1445,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Acne,Dermatologist
1446,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Impetigo,Dermatologist
1447,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Fungal infection,Dermatologist
1448,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Hypothyroidism,Endocrinologist
1449,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Diabetes ,Endocrinologist
1450,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Hypoglycemia,Endocrinologist
1451,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Hyperthyroidism,Endocrinologist
1452,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",GERD,Gastroenterologist
1453,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Peptic ulcer diseae,Gastroenterologist
1454,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Jaundice,Gastroenterologist
1455,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Dimorphic hemmorhoids(piles),Gastroenterologist 
1456,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Gastroenteritis,Gastroenterologist
1457,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Urinary tract infection,Gynecologist
1458,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Chronic cholestasis,Hepatologist
