Disease,Precautions,Symptoms,Specialities
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Jaundice,Gastroenterologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Dimorphic hemmorhoids(piles),Gastroenterologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Gastroenteritis,Gastroenterologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Urinary tract infection,Gynecologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Chronic cholestasis,Hepatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,hepatitis A,Hepatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Hepatitis B,hepatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Hepatitis C,Hepatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Hepatitis E,Hepatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Hepatitis D,Hepatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Alcoholic hepatitis,Hepatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Malaria,Internal Medcine
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Dengue,Internal Medcine
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Migraine,Neurologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Cervical spondylosis,Neurologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Paralysis (brain hemorrhage),Neurologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,AIDS,Osteopathic
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Common Cold,Otolaryngologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Typhoid,Pediatrician
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Varicose veins,Phlebologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Bronchial Asthma,Pulmonologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Pneumonia,Pulmonologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Osteoarthristis,Rheumatologists
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Arthritis,Rheumatologists
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Tuberculosis,Internist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Allergy,Allergist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Hypertension ,Cardiologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Heart attack,Cardiologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Psoriasis,Dermatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Chicken pox,Dermatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Acne,Dermatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Impetigo,Dermatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Fungal infection,Dermatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Hypothyroidism,Endocrinologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Diabetes ,Endocrinologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Hypoglycemia,Endocrinologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Hyperthyroidism,Endocrinologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,GERD,Gastroenterologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Peptic ulcer diseae,Gastroenterologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Jaundice,Gastroenterologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Dimorphic hemmorhoids(piles),Gastroenterologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Gastroenteritis,Gastroenterologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Urinary tract infection,Gynecologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Chronic cholestasis,Hepatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,hepatitis A,Hepatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Hepatitis B,hepatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Hepatitis C,Hepatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Hepatitis E,Hepatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Hepatitis D,Hepatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Alcoholic hepatitis,Hepatologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Malaria,Internal Medcine
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Dengue,Internal Medcine
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Migraine,Neurologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Cervical spondylosis,Neurologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Paralysis (brain hemorrhage),Neurologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,AIDS,Osteopathic
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Common Cold,Otolaryngologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Typhoid,Pediatrician
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Varicose veins,Phlebologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Bronchial Asthma,Pulmonologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Pneumonia,Pulmonologist
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Osteoarthristis,Rheumatologists
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Arthritis,Rheumatologists
Varicose veins,lie flat raise leg high use oinments use vein compression dont stand still long,Tuberculosis,Internist
AIDS,avoid open cut wear ppe possible consult doctor follow,Allergy,Allergist
AIDS,avoid open cut wear ppe possible consult doctor follow,Hypertension ,Cardiologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Heart attack,Cardiologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Psoriasis,Dermatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Chicken pox,Dermatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Acne,Dermatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Impetigo,Dermatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Fungal infection,Dermatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Hypothyroidism,Endocrinologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Diabetes ,Endocrinologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Hypoglycemia,Endocrinologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Hyperthyroidism,Endocrinologist
AIDS,avoid open cut wear ppe possible consult doctor follow,GERD,Gastroenterologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Peptic ulcer diseae,Gastroenterologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Jaundice,Gastroenterologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Dimorphic hemmorhoids(piles),Gastroenterologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Gastroenteritis,Gastroenterologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Urinary tract infection,Gynecologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Chronic cholestasis,Hepatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,hepatitis A,Hepatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Hepatitis B,hepatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Hepatitis C,Hepatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Hepatitis E,Hepatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Hepatitis D,Hepatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Alcoholic hepatitis,Hepatologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Malaria,Internal Medcine
AIDS,avoid open cut wear ppe possible consult doctor follow,Dengue,Internal Medcine
AIDS,avoid open cut wear ppe possible consult doctor follow,Migraine,Neurologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Cervical spondylosis,Neurologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Paralysis (brain hemorrhage),Neurologist
AIDS,avoid open cut wear ppe possible consult doctor follow,AIDS,Osteopathic
AIDS,avoid open cut wear ppe possible consult doctor follow,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Common Cold,Otolaryngologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Typhoid,Pediatrician
AIDS,avoid open cut wear ppe possible consult doctor follow,Varicose veins,Phlebologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Bronchial Asthma,Pulmonologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Pneumonia,Pulmonologist
AIDS,avoid open cut wear ppe possible consult doctor follow,Osteoarthristis,Rheumatologists
AIDS,avoid open cut wear ppe possible consult doctor follow,Arthritis,Rheumatologists
AIDS,avoid open cut wear ppe possible consult doctor follow,Tuberculosis,Internist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Allergy,Allergist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Hypertension ,Cardiologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Heart attack,Cardiologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Psoriasis,Dermatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Chicken pox,Dermatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Acne,Dermatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Impetigo,Dermatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Fungal infection,Dermatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Hypothyroidism,Endocrinologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Diabetes ,Endocrinologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Hypoglycemia,Endocrinologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Hyperthyroidism,Endocrinologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,GERD,Gastroenterologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Peptic ulcer diseae,Gastroenterologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Jaundice,Gastroenterologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Dimorphic hemmorhoids(piles),Gastroenterologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Gastroenteritis,Gastroenterologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Urinary tract infection,Gynecologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Chronic cholestasis,Hepatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,hepatitis A,Hepatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Hepatitis B,hepatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Hepatitis C,Hepatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Hepatitis E,Hepatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Hepatitis D,Hepatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Alcoholic hepatitis,Hepatologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Malaria,Internal Medcine
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Dengue,Internal Medcine
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Migraine,Neurologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Cervical spondylosis,Neurologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Paralysis (brain hemorrhage),Neurologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,AIDS,Osteopathic
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Common Cold,Otolaryngologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Typhoid,Pediatrician
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Varicose veins,Phlebologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Bronchial Asthma,Pulmonologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Pneumonia,Pulmonologist
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Osteoarthristis,Rheumatologists
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Arthritis,Rheumatologists
Paralysis (brain hemorrhage),massage eat healthy exercise consult doctor,Tuberculosis,Internist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Allergy,Allergist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Hypertension ,Cardiologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Heart attack,Cardiologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Psoriasis,Dermatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Chicken pox,Dermatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Acne,Dermatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Impetigo,Dermatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Fungal infection,Dermatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Hypothyroidism,Endocrinologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Diabetes ,Endocrinologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Hypoglycemia,Endocrinologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Hyperthyroidism,Endocrinologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,GERD,Gastroenterologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Peptic ulcer diseae,Gastroenterologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Jaundice,Gastroenterologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Dimorphic hemmorhoids(piles),Gastroenterologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Gastroenteritis,Gastroenterologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Urinary tract infection,Gynecologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Chronic cholestasis,Hepatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,hepatitis A,Hepatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Hepatitis B,hepatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Hepatitis C,Hepatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Hepatitis E,Hepatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Hepatitis D,Hepatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Alcoholic hepatitis,Hepatologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Malaria,Internal Medcine
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Dengue,Internal Medcine
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Migraine,Neurologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Cervical spondylosis,Neurologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Paralysis (brain hemorrhage),Neurologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,AIDS,Osteopathic
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Common Cold,Otolaryngologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Typhoid,Pediatrician
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Varicose veins,Phlebologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Bronchial Asthma,Pulmonologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Pneumonia,Pulmonologist
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Osteoarthristis,Rheumatologists
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Arthritis,Rheumatologists
Typhoid,eat high calorie vegitables antiboitic therapy consult doctor medication,Tuberculosis,Internist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Allergy,Allergist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Hypertension ,Cardiologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Heart attack,Cardiologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Psoriasis,Dermatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Chicken pox,Dermatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Acne,Dermatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Impetigo,Dermatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Fungal infection,Dermatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Hypothyroidism,Endocrinologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Diabetes ,Endocrinologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Hypoglycemia,Endocrinologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Hyperthyroidism,Endocrinologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,GERD,Gastroenterologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Peptic ulcer diseae,Gastroenterologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Jaundice,Gastroenterologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Dimorphic hemmorhoids(piles),Gastroenterologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Gastroenteritis,Gastroenterologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Urinary tract infection,Gynecologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Chronic cholestasis,Hepatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,hepatitis A,Hepatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Hepatitis B,hepatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Hepatitis C,Hepatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Hepatitis E,Hepatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Hepatitis D,Hepatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Alcoholic hepatitis,Hepatologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Malaria,Internal Medcine
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Dengue,Internal Medcine
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Migraine,Neurologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Cervical spondylosis,Neurologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Paralysis (brain hemorrhage),Neurologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,AIDS,Osteopathic
Hepatitis B,consult nearest hospital vaccination eat healthy medication,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Common Cold,Otolaryngologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Typhoid,Pediatrician
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Varicose veins,Phlebologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Bronchial Asthma,Pulmonologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Pneumonia,Pulmonologist
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Osteoarthristis,Rheumatologists
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Arthritis,Rheumatologists
Hepatitis B,consult nearest hospital vaccination eat healthy medication,Tuberculosis,Internist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Allergy,Allergist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Hypertension ,Cardiologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Heart attack,Cardiologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Psoriasis,Dermatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Chicken pox,Dermatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Acne,Dermatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Impetigo,Dermatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Fungal infection,Dermatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Hypothyroidism,Endocrinologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Diabetes ,Endocrinologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Hypoglycemia,Endocrinologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Hyperthyroidism,Endocrinologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,GERD,Gastroenterologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Peptic ulcer diseae,Gastroenterologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Jaundice,Gastroenterologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Dimorphic hemmorhoids(piles),Gastroenterologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Gastroenteritis,Gastroenterologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Urinary tract infection,Gynecologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Chronic cholestasis,Hepatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,hepatitis A,Hepatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Hepatitis B,hepatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Hepatitis C,Hepatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Hepatitis E,Hepatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Hepatitis D,Hepatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Alcoholic hepatitis,Hepatologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Malaria,Internal Medcine
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Dengue,Internal Medcine
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Migraine,Neurologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Cervical spondylosis,Neurologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Paralysis (brain hemorrhage),Neurologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,AIDS,Osteopathic
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Common Cold,Otolaryngologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Typhoid,Pediatrician
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Varicose veins,Phlebologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Bronchial Asthma,Pulmonologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Pneumonia,Pulmonologist
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Osteoarthristis,Rheumatologists
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Arthritis,Rheumatologists
Fungal infection,bath twice use detol neem bathing water keep infected area dry use clean cloth,Tuberculosis,Internist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Allergy,Allergist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Hypertension ,Cardiologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Heart attack,Cardiologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Psoriasis,Dermatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Chicken pox,Dermatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Acne,Dermatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Impetigo,Dermatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Fungal infection,Dermatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Hypothyroidism,Endocrinologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Diabetes ,Endocrinologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Hypoglycemia,Endocrinologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Hyperthyroidism,Endocrinologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,GERD,Gastroenterologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Peptic ulcer diseae,Gastroenterologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Jaundice,Gastroenterologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Dimorphic hemmorhoids(piles),Gastroenterologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Gastroenteritis,Gastroenterologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Urinary tract infection,Gynecologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Chronic cholestasis,Hepatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,hepatitis A,Hepatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Hepatitis B,hepatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Hepatitis C,Hepatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Hepatitis E,Hepatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Hepatitis D,Hepatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Alcoholic hepatitis,Hepatologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Malaria,Internal Medcine
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Dengue,Internal Medcine
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Migraine,Neurologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Cervical spondylosis,Neurologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Paralysis (brain hemorrhage),Neurologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,AIDS,Osteopathic
Hepatitis C,consult nearest hospital vaccination eat healthy medication,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Common Cold,Otolaryngologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Typhoid,Pediatrician
